;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Desagregación 2;Nacional;Nacional Urbano-Rural;Área;Nacional Urbano;Nacional Rural;Provincial;Azuay;Bolívar;Cañar;Carchi;Cotopaxi;Chimborazo;El Oro;Esmeraldas;Guayas;Imbabura;Loja;Los Ríos;Manabí;Morona Santiago;Napo;Pastaza;Pichincha;Tungurahua;Zamora Chinchipe;Galápagos;Sucumbíos;Orellana;Santo Domingo de los Tsáchilas;Santa Elena;Amazonía;Dominios;Quito;Guayaquil;Cuenca;Machala;Ambato;Resto sierra urbano;Resto costa urbano;Amazonía urbano;Sexo;Hombre;Mujer;Edad;Entre 15 y 24 años;Entre 25 y 34 años;Entre 35 y 44 años;Entre 45 y 64 años;65 años y más ;Etnia;Indígena;Afro ecuatoriano;Mestizo/a;Blanco;Montubio;Otro Cuál?;
jun-13;Empleo no remunerado;;669.102;;227.170;441.931;;37.415;27.631;27.757;7.003;47.999;68.323;15.300;13.444;92.160;18.256;46.843;22.456;53.725;-;-;-;67.835;50.677;-;-;-;-;-;-;71.177;;31.270;54.036;10.765;5.365;9.177;52.341;56.424;7.792;;209.484;459.617;;250.334;96.116;95.559;165.825;61.268;;155.774;13.762;468.145;8.729;20.452;2.239;
jun-13;Otro Empleo no pleno;;2.145.528;;1.130.495;1.015.033;;109.516;38.998;47.290;35.940;91.956;98.768;94.184;81.213;493.038;69.812;91.603;133.701;216.122;-;-;-;317.776;114.901;-;-;-;-;-;-;104.169;;139.386;284.383;33.870;33.710;24.724;242.224;347.073;25.126;;1.236.886;908.642;;326.693;316.490;357.029;787.444;357.873;;195.954;91.402;1.698.352;49.541;106.693;3.586;
jun-13;Empleo no clasificado;;94.558;;89.522;5.036;;572;447;0;612;1.243;485;4.022;1.535;38.127;1.171;142;874;436;-;-;-;38.929;4.431;-;-;-;-;-;-;1.406;;32.026;36.404;572;3.708;3.970;8.733;3.598;510;;56.478;38.080;;4.993;21.341;20.771;40.875;6.578;;2.137;1.054;85.788;4.019;1.560;0;
jun-13;Desempleo;;273.951;;225.105;48.845;;13.403;2.185;4.183;1.940;3.908;4.682;9.636;9.120;107.440;7.577;8.096;15.204;19.961;-;-;-;49.850;7.553;-;-;-;-;-;-;8.461;;35.269;70.816;9.145;4.354;5.224;30.495;65.802;4.001;;148.446;125.504;;132.779;68.328;33.461;36.474;2.909;;6.800;19.799;223.828;12.168;11.012;343;
jun-13;Desempleo Abierto;;218.894;;188.644;30.250;;11.862;1.001;2.934;1.247;2.055;2.959;6.971;7.644;91.126;3.546;6.455;10.390;13.968;-;-;-;43.727;6.261;-;-;-;-;-;-;6.078;;33.280;64.263;8.425;3.792;4.579;22.071;49.057;3.177;;121.344;97.550;;105.445;57.085;26.513;28.173;1.678;;4.356;14.827;182.168;11.039;6.176;327;
jun-13;Desempleo Oculto;;55.057;;36.462;18.595;;1.540;1.184;1.249;693;1.853;1.722;2.665;1.476;16.314;4.031;1.641;4.814;5.993;-;-;-;6.123;1.292;-;-;-;-;-;-;2.382;;1.989;6.553;720;563;645;8.423;16.745;823;;27.103;27.954;;27.334;11.243;6.948;8.301;1.231;;2.444;4.971;41.660;1.128;4.836;16;
jun-13;Desempleo Cesante;;185.092;;155.945;29.147;;10.996;1.081;2.102;1.084;2.820;3.008;6.032;5.814;78.371;2.119;5.627;9.098;11.389;-;-;-;34.546;4.903;-;-;-;-;-;-;5.556;;26.200;55.178;7.386;2.769;3.822;16.583;40.866;3.140;;107.885;77.206;;64.019;55.973;29.039;33.257;2.804;;4.602;15.416;152.385;6.072;6.273;343;
jun-13;Desempleo Nuevo;;88.859;;69.161;19.698;;2.407;1.104;2.081;856;1.089;1.674;3.604;3.306;29.068;5.459;2.469;6.105;8.572;-;-;-;15.304;2.650;-;-;-;-;-;-;2.905;;9.069;15.639;1.758;1.585;1.402;13.912;24.936;861;;40.561;48.298;;68.760;12.355;4.422;3.217;105;;2.199;4.383;71.443;6.095;4.739;0;
jun-13;Población Económicamente Inactiva;;3.993.794;;2.785.957;1.207.836;;187.481;41.970;54.292;57.619;88.278;112.770;187.290;164.526;1.055.312;128.583;104.822;241.635;433.744;-;-;-;866.968;104.647;-;-;-;-;-;-;152.266;;523.129;608.405;120.675;69.996;50.623;525.246;825.839;62.045;;1.177.593;2.816.201;;1.537.656;371.418;344.075;759.959;980.686;;165.703;163.912;3.370.510;104.205;184.032;5.432;
dic-13;Población Total;;15.872.755;;10.721.616;5.151.139;;789.037;198.688;251.575;177.449;447.653;494.244;658.048;585.755;3.994.256;435.691;487.293;847.697;1.474.564;-;-;-;2.863.409;547.459;-;-;-;-;-;-;829.843;;1.782.499;2.469.339;365.659;254.235;180.724;2.103.816;3.284.467;280.877;;7.886.038;7.986.717;;2.883.690;2.144.488;1.989.925;2.854.008;1.328.260;;916.774;770.007;11.944.411;321.623;554.685;25.504;
dic-13;Población menor de 15 años;;4.672.384;;3.003.893;1.668.492;;223.394;61.337;76.377;48.940;135.751;151.137;181.152;215.309;1.162.917;126.958;140.686;264.173;445.057;-;-;-;732.663;138.416;-;-;-;-;-;-;306.141;;444.108;694.483;88.385;71.302;43.091;574.351;995.699;92.474;;2.424.053;2.248.332;;0;0;0;0;0;;271.853;193.510;2.676.627;53.138;129.232;8.273;
dic-13;Población en Edad de Trabajar (PET);;11.200.371;;7.717.723;3.482.647;;565.643;137.351;175.198;128.509;311.902;343.107;476.896;370.446;2.831.339;308.733;346.607;583.524;1.029.507;-;-;-;2.130.746;409.043;-;-;-;-;-;-;523.702;;1.338.391;1.774.856;277.274;182.933;137.633;1.529.465;2.288.768;188.403;;5.461.985;5.738.386;;2.883.690;2.144.488;1.989.925;2.854.008;1.328.260;;644.921;576.497;9.267.783;268.484;425.454;17.231;
dic-13;Población Económicamente Activa;;6.952.986;;4.710.148;2.242.838;;389.732;99.959;125.167;76.649;212.228;242.955;292.898;207.276;1.720.708;183.348;244.065;331.125;552.261;-;-;-;1.318.779;296.761;-;-;-;-;-;-;351.325;;824.690;1.116.027;171.309;113.900;94.836;958.693;1.308.840;121.855;;4.217.043;2.735.942;;1.156.362;1.636.284;1.593.068;2.097.815;469.457;;466.077;343.612;5.736.017;155.823;237.819;13.638;
dic-13;Empleo;;6.664.241;;4.481.130;2.183.111;;378.503;98.431;121.834;74.280;207.773;237.587;283.539;191.576;1.626.931;173.012;231.713;318.411;527.709;-;-;-;1.269.099;290.819;-;-;-;-;-;-;339.522;;791.381;1.052.021;165.011;109.534;91.619;916.701;1.239.433;115.430;;4.075.323;2.588.918;;1.029.979;1.565.055;1.548.290;2.056.248;464.668;;459.726;319.865;5.498.977;146.401;225.980;13.292;
dic-13;Empleo Adecuado/Pleno;;3.328.048;;2.680.988;647.060;;179.116;23.179;39.206;29.039;90.126;63.305;151.411;72.901;903.228;83.071;79.833;113.761;217.133;-;-;-;895.041;118.862;-;-;-;-;-;-;145.452;;582.077;638.918;117.284;67.042;53.533;530.160;621.506;70.469;;2.257.012;1.071.036;;417.298;919.325;869.229;1.020.963;101.233;;118.496;149.172;2.901.358;87.842;68.385;2.795;
dic-13;Subempleo;;809.269;;477.717;331.552;;46.065;11.742;16.823;9.424;8.234;27.547;39.967;21.661;206.085;19.089;34.747;73.606;96.287;-;-;-;90.695;33.355;-;-;-;-;-;-;32.942;;52.434;104.327;9.348;10.821;8.964;95.203;187.510;9.109;;490.630;318.640;;147.229;190.614;192.987;235.497;42.941;;50.570;43.105;643.346;13.384;57.990;874;
dic-13;Subempleo por insuficiencia de tiempo de trabajo;;654.050;;395.291;258.759;;34.502;8.365;11.703;6.862;6.924;19.811;29.997;17.153;178.910;15.419;26.259;64.246;85.241;-;-;-;73.336;18.185;-;-;-;-;-;-;24.165;;42.630;89.289;8.695;9.352;6.305;75.860;156.983;6.177;;373.869;280.181;;113.347;151.982;154.982;193.724;40.015;;34.722;33.821;523.630;10.427;50.577;874;
dic-13;Subempleo por insuficiencia de ingresos;;155.219;;82.427;72.793;;11.562;3.376;5.120;2.562;1.310;7.737;9.971;4.507;27.174;3.670;8.488;9.360;11.046;-;-;-;17.359;15.169;-;-;-;-;-;-;8.776;;9.805;15.038;653;1.469;2.659;19.343;30.527;2.932;;116.760;38.459;;33.883;38.632;38.005;41.774;2.926;;15.848;9.284;119.716;2.958;7.413;0;
dic-13;Empleo no remunerado;;493.182;;187.999;305.183;;35.210;26.155;20.881;4.829;32.379;53.879;13.087;11.957;65.902;11.242;32.815;12.899;19.358;-;-;-;39.622;39.743;-;-;-;-;-;-;54.734;;24.764;36.665;7.697;3.759;8.820;51.342;47.785;7.167;;146.266;346.916;;156.746;90.471;85.245;116.933;43.786;;106.646;14.216;347.654;9.243;11.540;3.883;
dic-13;Otro Empleo no pleno;;2.019.279;;1.120.868;898.411;;118.113;37.355;44.925;30.629;77.034;92.855;78.837;84.607;449.901;59.380;84.318;117.966;194.562;-;-;-;233.854;98.771;-;-;-;-;-;-;105.980;;126.022;271.533;30.681;27.813;20.214;235.611;380.556;28.438;;1.173.023;846.256;;307.300;361.408;397.792;677.125;275.654;;183.934;112.800;1.595.580;33.339;87.886;5.740;
dic-13;Empleo no clasificado;;14.463;;13.558;905;;0;0;0;359;0;0;236;450;1.815;230;0;179;369;-;-;-;9.886;88;-;-;-;-;-;-;415;;6.083;579;0;100;88;4.385;2.077;247;;8.393;6.070;;1.406;3.237;3.037;5.730;1.054;;80;572;11.039;2.592;179;0;
dic-13;Desempleo;;288.745;;229.018;59.727;;11.229;1.527;3.333;2.369;4.455;5.368;9.360;15.700;93.778;10.336;12.352;12.714;24.552;-;-;-;49.680;5.942;-;-;-;-;-;-;11.802;;33.309;64.006;6.298;4.366;3.217;41.992;69.406;6.424;;141.721;147.024;;126.383;71.229;44.778;41.566;4.789;;6.352;23.747;237.040;9.422;11.840;346;
dic-13;Desempleo Abierto;;205.127;;173.716;31.411;;9.494;892;2.248;1.414;2.790;4.234;5.805;10.588;69.368;7.259;6.406;8.776;14.067;-;-;-;37.472;4.837;-;-;-;-;-;-;8.341;;27.900;52.017;6.298;3.998;2.588;29.994;45.922;5.000;;101.732;103.395;;90.957;57.893;30.987;22.552;2.737;;3.736;15.704;173.506;6.112;5.723;346;
dic-13;Desempleo Oculto;;83.618;;55.302;28.317;;1.735;635;1.084;955;1.665;1.135;3.554;5.111;24.410;3.077;5.946;3.938;10.485;-;-;-;12.208;1.106;-;-;-;-;-;-;3.461;;5.409;11.989;0;368;629;11.998;23.484;1.425;;39.989;43.629;;35.426;13.336;13.791;19.014;2.051;;2.616;8.043;63.534;3.309;6.117;0;
dic-13;Desempleo Cesante;;168.649;;142.307;26.342;;7.951;738;2.018;971;1.883;2.511;5.665;6.581;64.220;4.189;6.663;7.019;14.648;-;-;-;27.309;2.793;-;-;-;-;-;-;5.719;;21.582;47.707;5.197;2.955;2.362;20.248;39.081;3.175;;90.531;78.117;;51.862;45.020;35.332;33.681;2.752;;2.228;12.214;140.785;6.395;6.903;123;
dic-13;Desempleo Nuevo;;120.096;;86.711;33.386;;3.278;789;1.314;1.399;2.572;2.857;3.695;9.119;29.557;6.148;5.688;5.696;9.904;-;-;-;22.371;3.150;-;-;-;-;-;-;6.083;;11.727;16.299;1.101;1.410;855;21.744;30.326;3.249;;51.189;68.907;;74.521;26.208;9.446;7.885;2.036;;4.123;11.532;96.255;3.027;4.936;223;
dic-13;Población Económicamente Inactiva;;4.247.385;;3.007.576;1.239.809;;175.911;37.392;50.031;51.859;99.674;100.151;183.998;163.170;1.110.630;125.384;102.542;252.399;477.246;-;-;-;811.967;112.282;-;-;-;-;-;-;172.377;;513.701;658.829;105.965;69.033;42.798;570.773;979.928;66.549;;1.244.942;3.002.443;;1.727.327;508.204;396.857;756.194;858.803;;178.844;232.885;3.531.767;112.662;187.634;3.594;
mar-14;Población Total;;15.935.761;;10.776.249;5.159.512;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.790.839;2.476.423;367.497;255.049;181.288;2.116.810;3.304.241;284.102;;7.875.233;8.060.528;;2.995.877;2.153.595;1.966.298;2.853.815;1.269.097;;926.500;572.298;12.310.491;250.322;444.118;34.365;
mar-14;Población menor de 15 años;;4.697.080;;3.018.245;1.678.835;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;430.448;684.441;88.721;73.150;45.718;588.305;1.016.242;91.220;;2.445.890;2.251.190;;0;0;0;0;0;;258.824;142.786;2.736.866;37.754;112.282;10.900;
mar-14;Población en Edad de Trabajar (PET);;11.238.681;;7.758.004;3.480.677;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.360.391;1.791.982;278.776;181.899;135.570;1.528.505;2.287.999;192.882;;5.429.343;5.809.338;;2.995.877;2.153.595;1.966.298;2.853.815;1.269.097;;667.676;429.512;9.573.625;212.568;331.837;23.464;
mar-14;Población Económicamente Activa;;7.048.410;;4.767.297;2.281.113;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;861.907;1.131.313;177.897;114.010;92.208;970.546;1.297.127;122.290;;4.258.294;2.790.116;;1.236.640;1.669.904;1.562.686;2.113.758;465.422;;479.225;258.009;5.958.979;133.132;200.930;18.135;
mar-14;Empleo;;6.706.314;;4.501.505;2.204.809;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;824.467;1.062.001;172.154;109.681;86.848;912.293;1.219.658;114.403;;4.067.946;2.638.368;;1.079.096;1.578.397;1.516.972;2.070.272;461.578;;467.093;242.470;5.662.009;125.033;191.677;18.032;
mar-14;Empleo Adecuado/Pleno;;3.206.080;;2.616.012;590.068;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;610.486;668.465;113.394;60.884;50.334;479.450;556.021;76.977;;2.124.705;1.081.375;;398.214;912.137;830.397;982.045;83.287;;112.113;116.236;2.840.568;71.460;60.173;5.528;
mar-14;Subempleo;;890.360;;517.872;372.489;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;36.909;100.858;12.573;15.370;11.773;104.850;225.245;10.295;;567.672;322.688;;172.535;203.891;217.791;256.965;39.179;;57.214;26.674;756.662;10.245;37.986;1.580;
mar-14;Subempleo por insuficiencia de tiempo de trabajo;;706.156;;415.940;290.216;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;31.799;85.693;11.834;13.807;8.114;79.164;178.974;6.555;;422.298;283.858;;131.345;161.385;172.411;204.985;36.030;;40.666;19.139;603.379;6.700;34.942;1.330;
mar-14;Subempleo por insuficiencia de ingresos;;184.205;;101.932;82.273;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;5.110;15.165;739;1.563;3.659;25.685;46.271;3.740;;145.375;38.830;;41.190;42.506;45.381;51.980;3.148;;16.548;7.535;153.283;3.546;3.044;250;
mar-14;Empleo no remunerado;;497.262;;186.701;310.561;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;28.112;37.664;9.833;6.715;6.315;49.879;42.687;5.496;;147.482;349.781;;166.310;81.107;81.469;123.489;44.886;;107.755;9.631;359.229;5.425;9.620;5.602;
mar-14;Otro Empleo no pleno;;2.094.854;;1.163.642;931.212;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;139.780;248.227;36.007;26.712;18.426;278.115;394.740;21.635;;1.217.216;877.637;;340.017;376.242;384.452;700.891;293.252;;189.638;89.612;1.689.611;36.775;83.897;5.322;
mar-14;Empleo no clasificado;;17.758;;17.279;479;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;9.181;6.786;348;0;0;0;964;0;;10.871;6.886;;2.021;5.018;2.862;6.882;974;;373;317;15.940;1.128;0;0;
mar-14;Desempleo;;342.096;;265.791;76.304;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;37.439;69.312;5.743;4.329;5.360;58.252;77.469;7.887;;190.348;151.748;;157.544;91.507;45.714;43.485;3.845;;12.132;15.539;296.970;8.099;9.253;103;
mar-14;Desempleo Abierto;;268.520;;223.140;45.379;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;33.228;64.682;5.136;3.784;4.852;41.375;65.217;4.866;;150.057;118.463;;117.957;81.014;35.443;32.591;1.515;;5.379;13.414;236.700;7.300;5.727;0;
mar-14;Desempleo Oculto;;73.576;;42.651;30.925;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;4.211;4.630;608;546;507;16.877;12.251;3.022;;40.291;33.285;;39.586;10.493;10.271;10.895;2.330;;6.753;2.126;60.270;799;3.525;103;
mar-14;Desempleo Cesante;;247.754;;194.577;53.177;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;28.751;54.600;4.702;3.593;4.038;38.151;56.688;4.055;;144.895;102.859;;83.580;80.301;40.420;39.608;3.845;;7.037;12.151;213.503;6.367;8.697;0;
mar-14;Desempleo Nuevo;;94.342;;71.214;23.127;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;8.688;14.712;1.042;736;1.321;20.102;20.780;3.833;;45.453;48.889;;73.964;11.207;5.294;3.877;0;;5.095;3.388;83.467;1.732;556;103;
mar-14;Población Económicamente Inactiva;;4.190.271;;2.990.707;1.199.564;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;498.484;660.669;100.879;67.889;43.362;557.959;990.873;70.592;;1.171.049;3.019.223;;1.759.237;483.691;403.612;740.057;803.675;;188.451;171.503;3.614.645;79.436;130.907;5.329;
jun-14;Población Total;;16.027.466;;10.836.812;5.190.654;;796.169;199.646;253.863;178.228;450.921;496.735;662.671;590.483;4.024.929;438.868;490.039;853.622;1.481.940;170.722;117.465;97.093;2.891.472;550.832;105.213;28.726;-;-;411.009;350.624;839.722;;1.799.165;2.487.417;369.330;255.853;181.872;2.129.828;3.326.015;287.332;;7.925.795;8.101.671;;2.957.162;2.342.182;1.967.074;2.722.624;1.247.750;;984.093;567.765;12.217.124;236.526;510.020;7.828;
jun-14;Población menor de 15 años;;4.790.673;;3.077.556;1.713.117;;215.886;64.118;76.356;49.135;141.615;150.034;187.587;222.201;1.175.877;127.202;145.418;281.113;441.737;73.124;44.119;35.955;760.020;148.206;39.057;7.901;-;-;142.105;122.883;317.943;;434.371;692.293;88.113;72.355;46.544;615.264;1.032.614;96.003;;2.476.362;2.314.311;;0;0;0;0;0;;277.351;137.201;2.715.368;37.977;117.462;1.203;
jun-14;Población en Edad de Trabajar (PET);;11.236.793;;7.759.256;3.477.537;;580.283;135.528;177.507;129.093;309.306;346.701;475.084;368.282;2.849.052;311.666;344.621;572.509;1.040.203;97.598;73.346;61.138;2.131.452;402.626;66.156;20.825;-;-;268.904;227.741;521.779;;1.364.794;1.795.124;281.217;183.498;135.328;1.514.564;2.293.402;191.329;;5.449.433;5.787.360;;2.957.162;2.342.182;1.967.074;2.722.624;1.247.750;;706.742;430.564;9.501.756;198.548;392.559;6.625;
jun-14;Población Económicamente Activa;;6.967.747;;4.804.595;2.163.152;;388.771;84.884;115.914;75.208;212.900;244.606;297.213;206.656;1.774.540;184.293;203.686;329.477;573.385;65.754;42.904;42.839;1.342.821;290.235;42.431;16.059;-;-;157.263;126.370;327.842;;874.200;1.144.480;180.613;117.496;93.270;909.653;1.363.987;120.895;;4.244.850;2.722.897;;1.162.592;1.791.163;1.579.678;1.999.468;434.846;;495.020;261.243;5.852.053;129.333;225.444;4.654;
jun-14;Empleo;;6.643.458;;4.529.978;2.113.480;;376.968;82.864;111.051;72.417;209.108;242.824;285.584;192.398;1.658.746;175.352;193.899;312.583;550.595;64.184;40.989;41.362;1.283.796;282.610;41.218;15.529;-;-;151.317;115.064;316.023;;837.814;1.064.754;174.521;113.876;88.570;859.193;1.277.025;114.225;;4.074.639;2.568.819;;1.014.408;1.701.486;1.540.590;1.958.592;428.383;;484.675;244.645;5.572.108;119.259;218.176;4.595;
jun-14;Empleo Adecuado/Pleno;;3.401.156;;2.783.995;617.162;;178.882;24.177;36.474;28.581;78.974;63.720;140.680;75.711;931.885;87.705;73.106;122.228;230.570;21.964;17.131;17.860;930.625;116.234;15.809;12.702;-;-;82.999;45.338;135.059;;625.027;682.196;120.888;62.057;53.303;526.006;640.851;73.667;;2.266.214;1.134.943;;412.070;1.042.571;881.611;966.863;98.041;;122.566;112.959;3.022.675;74.050;66.979;1.927;
jun-14;Subempleo;;851.939;;510.987;340.952;;49.866;7.716;16.399;9.761;22.477;21.747;39.437;28.483;278.449;18.014;24.797;63.965;98.868;5.920;5.841;4.564;60.448;33.383;5.228;1.109;-;-;17.330;23.465;35.353;;27.508;134.778;11.493;11.511;11.320;83.111;220.841;10.425;;532.653;319.286;;155.482;220.499;197.933;249.534;28.492;;52.350;41.749;689.652;11.661;56.219;308;
jun-14;Subempleo por insuficiencia de tiempo de trabajo;;670.964;;408.279;262.685;;37.932;6.153;12.169;6.910;14.236;12.536;30.055;22.782;228.115;13.603;16.238;54.256;83.444;4.373;4.933;3.358;46.871;24.855;3.465;1.075;-;-;12.380;20.630;25.996;;20.564;105.856;9.998;9.751;8.842;64.857;180.766;7.645;;394.696;276.268;;118.761;164.534;160.028;203.053;24.588;;35.397;32.686;541.274;10.375;50.954;279;
jun-14;Subempleo por insuficiencia de ingresos;;180.975;;102.708;78.267;;11.934;1.563;4.230;2.851;8.241;9.212;9.382;5.701;50.334;4.411;8.559;9.708;15.423;1.547;908;1.205;13.577;8.528;1.763;34;-;-;4.950;2.835;9.357;;6.944;28.922;1.495;1.760;2.478;18.254;40.075;2.781;;137.957;43.018;;36.721;55.965;37.905;46.481;3.904;;16.953;9.063;148.378;1.286;5.265;29;
jun-14;Empleo no remunerado;;437.119;;178.630;258.489;;25.619;15.946;14.584;2.686;31.461;57.481;13.782;11.359;57.051;10.169;22.362;13.494;27.469;12.142;6.271;6.924;46.397;30.841;4.550;751;-;-;8.269;5.675;40.825;;33.131;36.014;9.552;5.842;5.661;39.488;43.806;5.137;;129.217;307.903;;139.312;75.349;77.494;105.699;39.265;;110.925;11.155;299.459;5.675;8.567;1.337;
jun-14;Otro Empleo no pleno;;1.935.920;;1.039.676;896.244;;122.360;34.984;43.301;31.309;76.138;99.876;91.163;76.626;389.657;59.287;73.517;112.896;193.472;24.157;11.715;12.014;233.324;101.834;15.608;967;-;-;42.719;40.585;104.448;;139.307;211.193;32.347;34.280;17.968;210.193;369.627;24.761;;1.135.330;800.590;;306.447;360.889;382.135;625.613;260.837;;198.755;78.554;1.544.452;27.299;86.410;449;
jun-14;Empleo no clasificado;;17.324;;16.691;633;;241;39;293;80;59;0;521;219;1.704;177;117;0;216;0;29;0;13.003;318;23;0;-;-;0;0;337;;12.841;573;241;186;318;396;1.901;235;;11.226;6.098;;1.097;2.179;1.417;10.883;1.749;;79;227;15.871;573;0;573;
jun-14;Desempleo;;324.289;;274.616;49.672;;11.803;2.021;4.863;2.791;3.792;1.782;11.629;14.258;115.794;8.940;9.787;16.893;22.791;1.570;1.915;1.477;59.025;7.625;1.213;531;-;-;5.945;11.306;11.820;;36.386;79.726;6.091;3.621;4.701;50.460;86.962;6.670;;170.211;154.078;;148.184;89.677;39.088;40.876;6.463;;10.345;16.598;279.945;10.074;7.268;58;
jun-14;Desempleo Abierto;;260.100;;225.743;34.357;;10.148;1.308;2.981;1.510;2.966;1.246;7.257;10.141;101.650;5.886;7.220;10.749;18.807;897;1.080;902;49.440;6.920;804;418;-;-;4.363;8.642;7.851;;34.718;73.562;5.517;3.146;4.165;34.407;65.543;4.686;;138.412;121.687;;115.560;76.605;31.351;31.860;4.724;;6.569;11.541;230.301;7.844;3.786;58;
jun-14;Desempleo Oculto;;64.189;;48.874;15.316;;1.655;713;1.882;1.281;826;536;4.372;4.117;14.143;3.054;2.567;6.144;3.984;673;836;575;9.585;705;409;113;-;-;1.582;2.664;3.968;;1.667;6.164;574;475;536;16.053;21.419;1.984;;31.799;32.391;;32.625;13.072;7.737;9.016;1.740;;3.776;5.057;49.645;2.230;3.481;0;
jun-14;Desempleo Cesante;;200.508;;178.414;22.093;;7.162;1.017;1.986;1.200;1.954;1.318;6.822;7.594;85.241;4.803;6.297;8.730;10.610;744;1.005;764;32.089;5.519;499;383;-;-;4.113;6.114;6.661;;29.415;61.521;4.506;2.904;3.759;20.444;51.736;4.129;;114.452;86.056;;61.415;67.918;31.001;36.548;3.626;;3.794;9.587;175.014;7.130;4.952;30;
jun-14;Desempleo Nuevo;;123.781;;96.202;27.579;;4.641;1.004;2.876;1.591;1.838;464;4.807;6.665;30.553;4.137;3.490;8.163;12.180;826;910;713;26.936;2.106;714;148;-;-;1.832;5.192;5.159;;6.970;18.205;1.586;717;942;30.016;35.226;2.541;;55.759;68.022;;86.770;21.759;8.087;4.328;2.837;;6.551;7.011;104.931;2.944;2.316;28;
jun-14;Población Económicamente Inactiva;;4.269.046;;2.954.662;1.314.384;;191.512;50.643;61.593;53.884;96.405;102.095;177.871;161.626;1.074.513;127.374;140.935;243.033;466.818;31.843;30.442;18.300;788.631;112.390;23.725;4.765;-;-;111.642;101.372;193.937;;490.595;650.644;100.605;66.002;42.058;604.911;929.415;70.433;;1.204.583;3.064.463;;1.794.570;551.019;387.397;723.156;812.904;;211.722;169.320;3.649.703;69.215;167.115;1.971;
sep-14;Población Total;;16.061.963;;10.885.953;5.176.010;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.807.842;2.490.474;371.165;246.316;163.579;2.161.915;3.354.972;289.689;;7.973.526;8.088.437;;2.926.501;2.276.917;2.003.526;2.764.944;1.298.181;;1.017.474;632.692;12.104.389;240.546;587.362;6.521;
sep-14;Población menor de 15 años;;4.791.894;;3.073.507;1.718.387;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;416.180;698.210;92.229;64.923;44.201;610.875;1.052.641;94.246;;2.500.168;2.291.726;;0;0;0;0;0;;294.539;154.427;2.670.738;41.386;156.201;1.623;
sep-14;Población en Edad de Trabajar (PET);;11.270.069;;7.812.446;3.457.623;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.391.661;1.792.264;278.936;181.393;119.378;1.551.040;2.302.331;195.443;;5.473.358;5.796.711;;2.926.501;2.276.917;2.003.526;2.764.944;1.298.181;;722.935;478.265;9.433.651;199.160;431.160;4.897;
sep-14;Población Económicamente Activa;;7.145.197;;4.865.302;2.279.895;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;864.450;1.142.178;175.521;114.107;80.935;982.258;1.380.639;125.213;;4.328.767;2.816.430;;1.226.996;1.762.222;1.622.628;2.044.846;488.505;;540.882;301.375;5.917.757;131.430;250.783;2.970;
